"REF_DATE","GEO","DGUID","Income concept","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1986","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.6","","","","1"
"1987","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.6","","","","1"
"1988","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.2","","","","1"
"1989","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.6","","","","1"
"1990","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.4","","","","1"
"1991","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","2.6","","","","1"
"1992","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.7","","","","1"
"1993","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","2.6","D","","","1"
"1994","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.0","D","","","1"
"1995","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.1","D","","","1"
"1996","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.0","C","","","1"
"1997","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","2.9","D","","","1"
"1998","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.9","D","","","1"
"1999","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.4","D","","","1"
"2000","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.9","D","","","1"
"2001","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.7","D","","","1"
"2002","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.2","D","","","1"
"2003","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.0","D","","","1"
"2004","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.2","D","","","1"
"2005","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.8","D","","","1"
"2006","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.4","D","","","1"
"2007","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.8","D","","","1"
"2008","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.3","D","","","1"
"2009","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.5","D","","","1"
"2010","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.7","D","","","1"
"2011","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.9","D","","","1"
"2012","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","5.6","D","","","1"
"2013","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.3","D","","","1"
"2014","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","6.2","D","","","1"
"2015","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","5.8","C","","","1"
"2016","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.9","D","","","1"
"2017","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","5.4","C","","","1"
"2018","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","6.1","C","","","1"
"1976","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.2","","","","1"
"1977","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.6","","","","1"
"1978","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.8","","","","1"
"1979","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.0","","","","1"
"1980","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.4","","","","1"
"1981","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.5","","","","1"
"1982","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.8","","","","1"
"1983","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.7","","","","1"
"1984","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.2","","","","1"
"1985","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.3","","","","1"
"1986","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.6","","","","1"
"1987","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.1","","","","1"
"1988","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.9","","","","1"
"1989","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.9","","","","1"
"1990","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.1","","","","1"
"1991","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.2","","","","1"
"1992","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.7","","","","1"
"1993","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.3","E","","","1"
"1994","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.2","D","","","1"
"1995","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.1","D","","","1"
"1996","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.6","D","","","1"
"1997","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.2","D","","","1"
"1998","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.6","E","","","1"
"1999","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.5","D","","","1"
"2000","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.6","E","","","1"
"2001","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.6","D","","","1"
"2002","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.3","D","","","1"
"2003","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.2","D","","","1"
"2004","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.1","D","","","1"
"2005","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.0","D","","","1"
"2006","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","1.5","E","","","1"
"2007","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.2","D","","","1"
"2008","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","2.6","D","","","1"
"2009","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","3.0","D","","","1"
"2010","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","3.1","D","","","1"
"2011","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","3.0","D","","","1"
"2012","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","3.1","D","","","1"
"2013","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","3.3","D","","","1"
"2014","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","3.6","D","","","1"
"2015","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","3.0","D","","","1"
"2016","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","3.7","D","","","1"
"2017","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","3.9","D","","","1"
"2018","Montréal, Quebec","2011S0503462","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107657310","15.3.12","3.6","D","","","1"
"1976","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","1.5","","","","1"
"1977","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","1.2","","","","1"
"1978","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","1.1","","","","1"
"1979","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","1.3","","","","1"
"1980","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","1.3","","","","1"
"1981","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","1.0","","","","1"
"1982","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","0.8","","","","1"
"1983","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","0.8","","","","1"
"1984","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","1.3","","","","1"
"1985","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","1.2","","","","1"
"1986","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","1.5","","","","1"
"1987","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","0.9","","","","1"
"1988","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","0.8","","","","1"
"1989","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","1.0","","","","1"
"1990","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","0.6","","","","1"
"1991","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","0.9","","","","1"
"1992","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","0.8","","","","1"
"1993","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","0.4","E","","","1"
"1994","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","0.8","E","","","1"
"1995","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","0.6","E","","","1"
"1996","Montréal, Quebec","2011S0503462","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107657312","15.3.14","0.6","E","","","1"
