"REF_DATE","GEO","DGUID","Income concept","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1979","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","7.1","","","","1"
"1980","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","3.9","","","","1"
"1981","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","6.6","","","","1"
"1982","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","7.4","","","","1"
"1983","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","6.1","","","","1"
"1984","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","7.3","","","","1"
"1985","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","5.5","","","","1"
"1986","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","7.5","","","","1"
"1987","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","7.8","","","","1"
"1988","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","6.7","","","","1"
"1989","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","6.5","","","","1"
"1990","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","8.8","","","","1"
"1991","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","6.5","","","","1"
"1992","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","9.8","","","","1"
"1993","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","8.8","C","","","1"
"1994","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","9.0","C","","","1"
"1995","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","8.7","C","","","1"
"1996","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","8.9","C","","","1"
"1997","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","8.3","C","","","1"
"1998","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","8.0","C","","","1"
"1999","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","8.4","D","","","1"
"2000","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","8.3","C","","","1"
"2001","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","8.5","C","","","1"
"2002","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","8.5","C","","","1"
"2003","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","9.6","D","","","1"
"2004","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","9.9","C","","","1"
"2005","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","10.8","C","","","1"
"2006","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","10.3","C","","","1"
"2007","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","11.6","D","","","1"
"2008","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","11.1","C","","","1"
"2009","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","11.1","D","","","1"
"2010","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","13.0","D","","","1"
"2011","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","11.3","D","","","1"
"2012","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","11.5","C","","","1"
"2013","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","12.7","C","","","1"
"2014","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","14.4","C","","","1"
"2015","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","12.0","D","","","1"
"2016","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","11.8","C","","","1"
"2017","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","10.9","C","","","1"
"2018","Prince Edward Island","2016A000211","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107656712","4.3.8","12.8","C","","","1"
"1976","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","3.9","","","","1"
"1977","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.5","","","","1"
"1978","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.5","","","","1"
"1979","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.9","","","","1"
"1980","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","5.5","","","","1"
"1981","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.1","","","","1"
"1982","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.3","","","","1"
"1983","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.5","","","","1"
"1984","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.5","","","","1"
"1985","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.6","","","","1"
"1986","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","3.8","","","","1"
"1987","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.2","","","","1"
"1988","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.1","","","","1"
"1989","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","5.3","","","","1"
"1990","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.7","","","","1"
"1991","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","5.2","","","","1"
"1992","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.5","","","","1"
"1993","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.4","D","","","1"
"1994","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.5","D","","","1"
"1995","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.1","D","","","1"
"1996","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.8","C","","","1"
"1997","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","3.6","D","","","1"
"1998","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","3.8","D","","","1"
"1999","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","5.3","D","","","1"
"2000","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","5.3","D","","","1"
"2001","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","5.5","D","","","1"
"2002","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.8","D","","","1"
"2003","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","4.6","D","","","1"
"2004","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","5.2","D","","","1"
"2005","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","5.3","D","","","1"
"2006","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","6.6","D","","","1"
"2007","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","7.0","D","","","1"
"2008","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","7.1","D","","","1"
"2009","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","7.4","D","","","1"
"2010","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","6.7","D","","","1"
"2011","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","7.4","D","","","1"
"2012","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","6.7","D","","","1"
"2013","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","7.4","D","","","1"
"2014","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","6.6","D","","","1"
"2015","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","7.2","D","","","1"
"2016","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","8.0","D","","","1"
"2017","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","8.3","C","","","1"
"2018","Prince Edward Island","2016A000211","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107656713","4.3.9","6.9","C","","","1"
"1976","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","1.9","","","","1"
"1977","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.2","","","","1"
"1978","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.4","","","","1"
"1979","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.2","","","","1"
"1980","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","4.4","","","","1"
"1981","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.0","","","","1"
"1982","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.6","","","","1"
"1983","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.1","","","","1"
"1984","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.1","","","","1"
"1985","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.8","","","","1"
"1986","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.4","","","","1"
"1987","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.6","","","","1"
"1988","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","1.9","","","","1"
"1989","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","1.6","","","","1"
"1990","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.1","","","","1"
"1991","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","1.9","","","","1"
"1992","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.5","","","","1"
"1993","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","1.2","D","","","1"
"1994","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","1.3","E","","","1"
"1995","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","1.3","E","","","1"
"1996","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","1.5","D","","","1"
"1997","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","1.2","D","","","1"
"1998","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.4","E","","","1"
"1999","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.8","D","","","1"
"2000","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.3","D","","","1"
"2001","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.4","D","","","1"
"2002","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.6","E","","","1"
"2003","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.9","D","","","1"
"2004","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","2.6","D","","","1"
"2005","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","3.2","D","","","1"
"2006","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","3.4","D","","","1"
"2007","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","3.6","D","","","1"
"2008","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","4.0","D","","","1"
"2009","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","4.1","D","","","1"
"2010","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","4.5","E","","","1"
"2011","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","4.0","E","","","1"
"2012","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","4.7","D","","","1"
"2013","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","4.2","D","","","1"
"2014","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","4.6","D","","","1"
"2015","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","5.7","D","","","1"
"2016","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","4.3","D","","","1"
"2017","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","4.6","D","","","1"
"2018","Prince Edward Island","2016A000211","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107656715","4.3.11","6.2","D","","","1"
"1976","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.5","","","","1"
"1977","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.3","","","","1"
"1978","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","0.2","","","","1"
"1979","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.2","","","","1"
"1980","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.4","","","","1"
"1981","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.2","","","","1"
"1982","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.2","","","","1"
"1983","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","0.8","","","","1"
"1984","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.2","","","","1"
"1985","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.0","","","","1"
"1986","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.2","","","","1"
"1987","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.2","","","","1"
"1988","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.1","","","","1"
"1989","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","0.9","","","","1"
"1990","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","0.9","","","","1"
"1991","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","0.9","","","","1"
"1992","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","0.8","","","","1"
"1993","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","0.6","E","","","1"
"1994","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","0.6","E","","","1"
"1995","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.1","E","","","1"
"1996","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","0.7","E","","","1"
"1997","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","0.8","E","","","1"
"1998","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.0","E","","","1"
"1999","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","0.8","E","","","1"
"2000","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.3","E","","","1"
"2001","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.5","E","","","1"
"2002","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.5","E","","","1"
"2003","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.4","E","","","1"
"2004","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.3","E","","","1"
"2005","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.5","E","","","1"
"2006","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.5","E","","","1"
"2007","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.8","E","","","1"
"2008","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.5","E","","","1"
"2009","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","2.1","E","","","1"
"2010","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.9","E","","","1"
"2011","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","2.2","E","","","1"
"2012","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","2.1","E","","","1"
"2013","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","2.2","E","","","1"
"2014","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","1.8","E","","","1"
"2015","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","2.2","E","","","1"
"2016","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","2.5","E","","","1"
"2017","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","3.3","D","","","1"
"2018","Prince Edward Island","2016A000211","After-tax income","$70,000 to $79,999","Percent","239","units","0","v107656716","4.3.12","2.3","D","","","1"
"1976","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.5","","","","1"
"1977","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.9","","","","1"
"1978","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.2","","","","1"
"1979","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.3","","","","1"
"1980","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.8","","","","1"
"1981","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.4","","","","1"
"1982","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.5","","","","1"
"1983","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.4","","","","1"
"1984","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.7","","","","1"
"1985","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.8","","","","1"
"1986","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.3","","","","1"
"1987","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.7","","","","1"
"1988","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.6","","","","1"
"1989","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.4","","","","1"
"1990","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.5","","","","1"
"1991","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.3","","","","1"
"1992","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.4","","","","1"
"1993","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","","F","","","1"
"1994","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.4","E","","","1"
"1995","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.6","E","","","1"
"1996","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.2","E","","","1"
"1997","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","","F","","","1"
"1998","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","","F","","","1"
"1999","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.4","E","","","1"
"2000","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.9","E","","","1"
"2001","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.8","E","","","1"
"2002","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.9","E","","","1"
"2003","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","","F","","","1"
"2004","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","","F","","","1"
"2005","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","1.2","E","","","1"
"2006","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.7","E","","","1"
"2007","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.8","E","","","1"
"2008","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","0.9","E","","","1"
"2009","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","1.0","E","","","1"
"2010","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","","F","","","1"
"2011","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","","F","","","1"
