"REF_DATE","GEO","DGUID","Income concept","Economic family type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","8.0","E","","","1"
"2015","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","7.9","E","","","1"
"2016","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","6.0","E","","","1"
"2017","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","9.1","D","","","1"
"2018","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","8.6","D","","","1"
"1976","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","8.5","","","","1"
"1977","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","9.1","","","","1"
"1978","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.0","","","","1"
"1979","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","4.7","","","","1"
"1980","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","7.7","","","","1"
"1981","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.1","","","","1"
"1982","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","4.3","","","","1"
"1983","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","4.5","","","","1"
"1984","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.6","","","","1"
"1985","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.4","","","","1"
"1986","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","7.7","","","","1"
"1987","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.5","","","","1"
"1988","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","4.9","","","","1"
"1989","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.7","","","","1"
"1990","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.1","","","","1"
"1991","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.5","","","","1"
"1992","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","4.8","","","","1"
"1993","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","2.6","E","","","1"
"1994","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","3.5","D","","","1"
"1995","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.0","E","","","1"
"1996","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.1","D","","","1"
"1997","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.6","D","","","1"
"1998","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.1","E","","","1"
"1999","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.0","D","","","1"
"2000","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","4.8","E","","","1"
"2001","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.6","E","","","1"
"2002","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.6","E","","","1"
"2003","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.0","E","","","1"
"2004","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.1","E","","","1"
"2005","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","4.8","E","","","1"
"2006","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","4.7","E","","","1"
"2007","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.2","E","","","1"
"2008","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.4","E","","","1"
"2009","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.6","E","","","1"
"2010","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","9.2","E","","","1"
"2011","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.7","E","","","1"
"2012","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.1","E","","","1"
"2013","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","7.6","E","","","1"
"2014","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.0","E","","","1"
"2015","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","5.1","E","","","1"
"2016","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.1","E","","","1"
"2017","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","7.6","D","","","1"
"2018","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$80,000 to $89,999","Percent","239","units","0","v107655200","14.3.1.14","6.5","D","","","1"
"1976","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$90,000 to $99,999","Percent","239","units","0","v107655201","14.3.1.15","6.3","","","","1"
"1977","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$90,000 to $99,999","Percent","239","units","0","v107655201","14.3.1.15","6.4","","","","1"
